Renter_type,bedroom,layout_type,property_type,locality,price,area,furnish_type,bathroom
AGENT,4,BHK,Villa,Secha,"50,000",3000,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"18,000",600,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"45,000",1500,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"32,000",1200,Furnished,2
AGENT,2,BHK,Villa,Secha,"40,000",2500,Furnished,2
AGENT,3,BHK,Apartment,Secha,"22,000",1600,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",639,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"13,500",620,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",635,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"14,000",1009,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"20,000",680,Furnished,1
AGENT,2,BHK,Apartment,Secha,"38,000",1090,Furnished,2
AGENT,1,BHK,Apartment,Secha,"11,000",690,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"24,000",990,Furnished,2
AGENT,3,BHK,Apartment,Secha,"24,000",1405,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"17,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1050,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"18,500",750,Furnished,1
AGENT,2,BHK,Apartment,Secha,"36,000",1650,Furnished,3
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1200,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"13,500",650,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"16,500",650,Furnished,1
AGENT,1,BHK,Apartment,Secha,"16,500",650,Furnished,1
AGENT,2,BHK,Apartment,Secha,"24,000",1000,Furnished,2
AGENT,1,BHK,Independent Floor,Secha,"12,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"23,000",680,Furnished,1
AGENT,2,BHK,Apartment,Secha,"30,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"7,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"13,000",850,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",900,Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",650,Furnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",800,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",950,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",957,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"8,000",600,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"7,000",430,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"12,000",800,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",850,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"13,000",600,Furnished,1
AGENT,3,BHK,Apartment,Secha,"22,000",1420,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"8,500",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"25,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"9,000",600,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"29,000",1500,Furnished,3
AGENT,3,BHK,Apartment,Secha,"22,000",1500,Furnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"28,000",1050,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"28,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"24,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Furnished,2
AGENT,3,BHK,Apartment,Secha,"24,000",1250,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"32,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"25,000",1050,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"25,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",1150,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"19,500",1020,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",650,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1020,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"34,000",1450,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"28,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1020,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"35,000",1020,Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",850,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",900,Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",560,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"18,000",800,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"21,000",650,Furnished,1
AGENT,2,BHK,Apartment,Secha,"28,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",1200,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"28,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"24,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Secha,"28,000",1200,Furnished,2
AGENT,3,BHK,Apartment,Secha,"42,500",1800,Furnished,3
AGENT,3,BHK,Apartment,Secha,"35,000",1700,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,000",670,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1080,Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",950,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",850,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"24,000",1750,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"25,000",1900,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"15,000",600,Furnished,1
AGENT,2,BHK,Apartment,Secha,"18,000",1120,Furnished,2
AGENT,1,BHK,Apartment,Secha,"29,000",690,Furnished,1
AGENT,4,BHK,Villa,Secha,"70,000",3500,Furnished,4
AGENT,3,BHK,Apartment,Secha,"30,000",1200,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"22,500",950,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"16,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"12,000",700,Semi-Furnished,2
AGENT,4,BHK,Villa,Secha,1.1,2500,Furnished,3
AGENT,1,BHK,Apartment,Secha,"15,000",850,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1500,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"7,500",695,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"11,000",650,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"5,500",450,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,500",450,Semi-Furnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,000",450,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",800,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",800,Semi-Furnished,2
AGENT,4,BHK,Apartment,Secha,"70,000",2513,Furnished,4
AGENT,1,BHK,Apartment,Secha,"18,500",750,Furnished,1
AGENT,2,BHK,Apartment,Secha,"36,000",1650,Furnished,3
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1200,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"13,500",650,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"16,500",650,Furnished,1
AGENT,1,BHK,Apartment,Secha,"16,500",650,Furnished,1
AGENT,1,BHK,Apartment,Secha,"15,000",650,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"15,000",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"20,000",1200,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"23,500",1200,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"40,000",1500,Furnished,3
AGENT,3,BHK,Apartment,Secha,"40,000",1500,Furnished,3
AGENT,1,BHK,Apartment,Secha,"18,000",650,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"18,000",650,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"14,500",650,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,500",650,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"24,500",1200,Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",957,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"8,000",600,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"7,000",430,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"12,000",800,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",850,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"13,000",600,Furnished,1
AGENT,3,BHK,Apartment,Secha,"22,000",1420,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"8,500",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"25,000",1150,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"18,000",1300,Furnished,2
AGENT,2,BHK,Apartment,Secha,"9,000",600,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,000",600,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"20,000",1020,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"34,000",1450,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"7,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",900,Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",650,Furnished,1
AGENT,2,BHK,Apartment,Secha,"13,000",800,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",950,Semi-Furnished,2
AGENT,1,RK,Studio Apartment,Secha,"7,000",450,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"29,000",1500,Furnished,3
AGENT,3,BHK,Apartment,Secha,"22,000",1500,Furnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"28,000",1050,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"28,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"24,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Furnished,2
AGENT,3,BHK,Apartment,Secha,"24,000",1250,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"32,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"25,000",1050,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1450,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"25,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",1150,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",600,Semi-Furnished,1
AGENT,3,BHK,Apartment,Secha,"22,000",1350,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"17,000",630,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"12,000",900,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",637,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"20,000",1300,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"22,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1080,Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",950,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"28,000",1300,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",650,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"13,000",700,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",850,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",850,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"15,000",1200,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,500",780,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"33,000",1150,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",687,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"31,500",1757,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"22,500",950,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"14,000",600,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"11,000",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"12,000",850,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"13,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"11,000",672,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"10,000",672,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"10,500",660,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"8,000",570,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"25,000",1250,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"13,000",1250,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"11,000",1200,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"8,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"18,000",1020,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1002,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",1041,Furnished,2
AGENT,3,BHK,Apartment,Secha,"23,000",1500,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"13,500",1009,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"55,000",2800,Furnished,3
AGENT,3,BHK,Apartment,Secha,"22,000",800,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"30,000",1200,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"16,000",600,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"32,000",1200,Furnished,3
AGENT,3,BHK,Apartment,Secha,"45,000",1650,Furnished,3
AGENT,2,BHK,Apartment,Secha,"17,000",1130,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1005,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"13,000",800,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,500",780,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"33,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1450,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"38,000",1100,Furnished,2
AGENT,1,BHK,Apartment,Secha,"16,000",620,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1120,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1000,Unfurnished,2
AGENT,4,BHK,Apartment,Secha,"30,000",1750,Semi-Furnished,4
AGENT,2,BHK,Independent Floor,Secha,"25,000",1100,Furnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",687,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"31,500",1757,Semi-Furnished,3
AGENT,1,BHK,Apartment,Secha,"10,000",700,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"15,000",700,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"24,000",1750,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"17,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1050,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1700,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,000",670,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"22,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1080,Furnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",950,Semi-Furnished,2
AGENT,3,BHK,Villa,Secha,"30,000",2000,Unfurnished,3
AGENT,3,BHK,Apartment,Secha,"22,000",1400,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"24,000",1350,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"17,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",1120,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",1102,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"21,000",1410,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"23,000",1150,Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1050,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"30,000",1500,Furnished,2
AGENT,2,BHK,Apartment,Secha,"30,000",1200,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"30,000",1500,Furnished,2
AGENT,3,BHK,Apartment,Secha,"42,000",1500,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"32,000",1200,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"31,000",1100,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"33,000",1200,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"35,000",1000,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"38,000",1300,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"33,000",1600,Furnished,3
AGENT,3,BHK,Apartment,Secha,"40,000",1100,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"27,000",1100,Furnished,2
AGENT,1,BHK,Apartment,Secha,"13,000",680,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"15,000",700,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",750,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"26,000",1200,Semi-Furnished,3
AGENT,4,BHK,Apartment,Secha,1,2200,Semi-Furnished,4
AGENT,1,BHK,Apartment,Secha,"14,000",500,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"35,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"30,000",1000,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"17,500",1000,Semi-Furnished,2
AGENT,3,BHK,Villa,Secha,"30,000",1200,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"12,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",635,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"52,000",1700,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"23,000",900,Furnished,2
AGENT,2,BHK,Villa,Secha,"21,000",1000,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"40,000",1460,Furnished,3
AGENT,4,BHK,Apartment,Secha,"50,000",1650,Furnished,3
AGENT,2,BHK,Apartment,Secha,"22,000",1000,Furnished,2
AGENT,1,BHK,Apartment,Secha,"15,000",650,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"27,000",1025,Furnished,2
AGENT,3,BHK,Apartment,Secha,"40,000",1025,Furnished,3
AGENT,2,BHK,Apartment,Secha,"21,000",1025,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"65,000",1500,Furnished,2
AGENT,2,BHK,Apartment,Secha,"35,000",1025,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"55,000",1500,Furnished,3
AGENT,2,BHK,Apartment,Secha,"22,000",1100,Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"25,000",1025,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",1045,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"26,500",1050,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1025,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",1000,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"11,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,500",650,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"18,500",650,Furnished,1
AGENT,1,BHK,Apartment,Secha,"14,000",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"28,000",1025,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",1100,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"21,500",1500,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"40,000",1500,Furnished,3
AGENT,3,BHK,Apartment,Secha,"30,000",1500,Semi-Furnished,3
AGENT,3,BHK,Apartment,Secha,"31,000",1500,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1050,Furnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",1100,Furnished,2
AGENT,1,BHK,Apartment,Secha,"14,500",650,Semi-Furnished,1
AGENT,1,RK,Studio Apartment,Secha,"30,000",1100,Furnished,1
AGENT,2,BHK,Apartment,Secha,"26,000",1200,Furnished,2
AGENT,2,BHK,Apartment,Secha,"45,000",1050,Furnished,2
AGENT,1,BHK,Apartment,Secha,"17,000",650,Semi-Furnished,1
AGENT,2,BHK,Apartment,Secha,"21,000",1100,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",980,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"18,500",750,Furnished,1
AGENT,2,BHK,Apartment,Secha,"36,000",1650,Furnished,3
AGENT,2,BHK,Apartment,Secha,"26,000",1000,Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1200,Unfurnished,2
AGENT,1,BHK,Apartment,Secha,"13,500",650,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"13,500",1150,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",1050,Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",700,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"8,000",550,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"12,000",600,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"8,000",600,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"8,000",550,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"15,000",1350,Semi-Furnished,2
AGENT,4,BHK,Villa,Secha,1.1,2500,Furnished,3
AGENT,1,BHK,Apartment,Secha,"15,000",850,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1500,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"7,500",695,Semi-Furnished,2
AGENT,1,BHK,Apartment,Secha,"11,000",650,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"5,500",450,Unfurnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,500",450,Semi-Furnished,1
AGENT,1,RK,Studio Apartment,Secha,"6,000",450,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"15,000",900,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",850,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"16,000",1000,Semi-Furnished,2
AGENT,1,RK,Studio Apartment,Secha,"5,500",450,Unfurnished,1
AGENT,1,BHK,Apartment,Secha,"14,500",650,Semi-Furnished,1
AGENT,1,RK,Studio Apartment,Secha,"30,000",1100,Furnished,1
AGENT,3,BHK,Apartment,Secha,"35,000",1500,Furnished,3
AGENT,2,BHK,Apartment,Secha,"22,000",980,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",1100,Unfurnished,2
AGENT,3,BHK,Independent Floor,Secha,"25,000",1300,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"12,000",800,Unfurnished,2
AGENT,4,BHK,Apartment,Secha,"70,000",2513,Furnished,4
AGENT,2,BHK,Apartment,Secha,"14,500",880,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",950,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1200,Furnished,2
AGENT,3,BHK,Apartment,Secha,"31,000",1600,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"23,000",1230,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"18,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"28,000",1100,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1200,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1500,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"25,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",950,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"25,000",1300,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"26,000",1150,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",1150,Semi-Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"26,000",1100,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"35,000",1500,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"15,500",590,Unfurnished,1
AGENT,3,BHK,Apartment,Secha,"26,000",1100,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"20,000",950,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"15,000",1150,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"32,000",1500,Unfurnished,3
AGENT,2,BHK,Apartment,Secha,"26,000",1050,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"25,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",1000,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",956,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"21,000",1047,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",1100,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"17,000",1085,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",958,Unfurnished,2
AGENT,2,BHK,Villa,Secha,"22,000",975,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"26,000",1200,Semi-Furnished,3
AGENT,2,BHK,Apartment,Secha,"18,000",600,Unfurnished,1
AGENT,2,BHK,Apartment,Secha,"27,000",1100,Furnished,2
AGENT,2,BHK,Apartment,Secha,"22,000",900,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"20,000",1250,Unfurnished,2
AGENT,3,BHK,Apartment,Secha,"25,000",1342,Unfurnished,3
AGENT,1,BHK,Apartment,Secha,"16,500",617,Semi-Furnished,1
AGENT,1,BHK,Apartment,Secha,"12,500",980,Semi-Furnished,2
AGENT,3,BHK,Apartment,Secha,"30,000",1667,Furnished,2
AGENT,2,BHK,Apartment,Secha,"10,000",944,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"19,000",951,Furnished,2
AGENT,2,BHK,Apartment,Secha,"13,000",1023,Unfurnished,2
AGENT,2,BHK,Apartment,Secha,"14,000",995,Semi-Furnished,2
